reviewContent,sentiment,corpus
"Beli 2,  baru 1 yg saya coba... ternyata nyimpan file gak semuanya ke copy dan ada sebagaian file corupt. Saya rasa kapasitas tidak sesuai dgn tertera walo di cek itu yg tertera.. saya coba partisi ulang ternyata emang ia, emang yg bisa kepake hanya 270mb dari semula 8gb... yg satu lagi jadi saya pajangin aja buat hiasan dinding masih  tersegel karna sudah males bukanya...baru kali ini kayanya saya agak kecewa belanja di sini..",negatif,beli 2 1 coba nyata simpan file copy file corupt kapasitas sesuai tera walo cek tera coba partisi ulang nyata pakai 270mb 8gb pajangin hias dinding segel malas bukanyabaru kali kecewa belanja
Pertama colok masa flashdisk udah error trus gak bisa dibuat bootable dan format . Akh kacau lah,negatif,colok flashdisk error bootable format akh kacau
"Saya simpan data di fd tersimpan dengan baik, kabel otg nya bagus dapat terkoneksi denan baik ke hp",negatif,simpan data fd simpan kabel otg nya bagus koneksi den handphone
tdk sesuai deskripsinya 8gb,negatif,sesuai deskripsi 8gb
Data saya ilang semua belum seminggu di pake udah kaya gini,negatif,data hilang minggu pakai kayak
Kemasannya baru tapi isinya agak kusut. Kemasan tidak ada Stiker Warantynya.,negatif,kemas isi kusut kemas stiker warantynya
Ini flashnya giman sih buat nyimpen file bisa tapi pas mau buka file gag bisa terus.,negatif,flashnya gim sih simpan file pas buka file
kecewa sekali,negatif,kecewa
"Barang sudah nyampe dengan selamat, setelah di coba barangnya sesuai dengan gambar...",negatif,barang selamat coba barang sesuai gambar
Gan pesanan saya atas nama Yulia tolong di batalkan y.  Terimakasih,negatif,juragan pesan nama yulia batal iya terima kasih
Barang sudah terbuka kedua ya..apakah barang bekas..?saya gak mau,negatif,barang buka yaapakah barang bekassaya
Katanya produk ori tapi kemasannya udah pernah dibuka sebelumnya pake cutter dibagian belakang.,negatif,produk orisinal kemas buka pakai cutter
Kecewa 1 rusak,negatif,kecewa 1 rusak
pengirimannya lama..  sampe sekarang belom terima... plis koreksi lagi soal kirimannya ...,negatif,kirim terima koreksi kirim
"Sudah blanja, malah minta uang dibelakang. yaudah mending dibatalkan aja.",negatif,blanja uang mending batal
"Pesanan saya di batalkan secara tiba2,uang sudah ditransfer, gimana cara pengembalian uangny?",negatif,pesan batal tiba2uang transfer uangny
"Saya mau mengajukan kredit,caranya seperti apa,085692294155,terima kasih",negatif,aju kreditcaranya apa085692294155terima kasih
Kirim ke surabaya knp gak bisa ya ..?,negatif,kirim surabaya
"Tidak bisa,dipakai alias rusak",negatif,bisadipakai alias rusak
Hard disk cover tidak sesuai deakripsi produk. hard disk nya bener 2.5 inch tapi cas hardisk dikirim yang 3.5 inch,negatif,hard disk cover sesuai deakripsi produk hard disk nya 25 inch cas hardisk kirim 35 inch
Produk tidak berfungsi dengan baik,negatif,produk fungsi
up 4 T barangnya up: 2T LEMOOOT dan cepet panaaassss..... gak Recomended.,negatif,up 4 t barang up 2t lot cepat panas recomended
"kecewa,sdh sy terima brgnya..tadi gk yakin dgn hrg segitu Rp 90.800 plus dpt bonus kabel OTG..sdgkan hrg dipasaran sekitar 120an ribu..tidak sesuai! Baru skrg sy belanja di Lazada dpt barang rongsokan",negatif,kecewasdh terima brgnyatadi harga rupiah 90800 plus bonus kabel otgsdgkan harga pasar 120an ributidak sesuai belanja lazada barang rongsok
"Saya ingin mengbalikan flashdisk,  karna gak berfungsi sma skli..  Tolong saya ingin mengganti baramg tersebut,  dan kirim alamt toko anda agar saya bisa mngrmkn kmbali",negatif,mengbalikan flashdisk fungsi ganti baramg kirim alamt toko mngrmkn
Kecewa deh hadeh,negatif,kecewa deh aduh
"Sy pesan warna merah tp dikirim warna biru, dan segelnya sdh tergunting/terbuka. Barang sdh dites dan works",negatif,pesan warna merah kirim warna biru segel terguntingterbuka barang tes works
ukuran 32gb tpi ngisi data yg 8gb ajjh gk muat krna udh bnyk virus pdhl di pke jg blm .. mhl doank .. pas saya nyimpen fto bkn nya kesimpen mlh ilang smuaa!! nyesell bli ..,negatif,ukur 32gb isi data 8gb muat virus pakai mhl doang pas simpan foto nya kesimpen hilang smuaa sesal beli
"Saya pesan warna hitam, yang datang warna putih. kecewa. gak sesuai ekspektasi",negatif,pesan warna hitam warna putih kecewa sesuai ekspektasi
"Uangnya ud d transfer , stlah itu dbatalin krna stock tidak ada.. dr harbolnas smp tgl 22 des 2017 blm ada pengembalian uang. Ud 10 hari dan asli prosesnya ribed ... kaco !!!",negatif,uang transfer dbatalin sedia harbolnas tanggal 22 desember 2017 uang 10 asli proses ribed kaco
"pertama dalemnya udh ada isinya, pas pertama di colok ke laptop langsung remuk flashdisknya wkwkwkwkwk top barang KW",negatif,isi pas colok laptop langsung remuk flashdisknya wkwk top barang kw
BARANG NYA GK BAGUS.,negatif,barang nya bagus
"sumpah kecewa banget sama lazada, baru kemarin beli flashdisk, ini dipakai buat copy, tpi filenya gk muncul, cuma shortcutnya doang, gak sebanding dngn harganya yng mahal,",negatif,sumpah kecewa banget lazada kemarin beli flashdisk pakai copy filenya muncul shortcutnya doang banding harga mahal
"Seller menolak pesanan. Padahal sudah ditransfer. Harus nunggu 1-2 Minggu lagi sampai pengembalian Dana selesai diproses. Lain Kali kalau Pengiriman Gratisnya untuk daerah jabodetabek bukan hanya dijudul ditulis Besar, juga dipengaturanya, jadi ga PHPin pembeli.",negatif,seller tolak pesan transfer tunggu 12 minggu dana selesai proses kali kirim gratis daerah jabodetabek judul tulis dipengaturanya phpin beli
sebagian data tidak terbaca!!!,negatif,data baca
Otg nyah tida berguna sama sekalih,negatif,otg nya kalih
"tampilan biasa lebih enak.. terus knp y ram 4gb tapi kadang"" bisa keluar sndiri aplikasi ny ? xiaomi yg 3gb aj gak kyk gtu",negatif,tampil enak iya ram 4gb kadang aplikasi nya xiaomi 3gb kayak
Berapa lama di kirim nya,negatif,kirim nya
Warna hitam ada ?,negatif,warna hitam
Pesan merah kasih hitam Tipis gimana mau shockproof Kebesaran. Ini case buat nds XL kayanya yg dikirim.,negatif,pesan merah kasih hitam tipis shockproof case nds xl kirim
"Barangnya kurang memuaskan, yang diminta merah eh yg sampai warna biru dan gak sesuai dg keinginan",negatif,barang muas merah eh warna biru sesuai
Bagaimana ya ini,negatif,
Duh gimana sih ni toko pesen merah dateng biru :) tolong yg bener dong ke konsumen. Parah bgt,negatif,aduh sih nih toko pesan merah biru konsumen parah banget
"Warna salah, ukuran barang kegedean (ga cocok untuk hdd 2.5""). Sesuai lah sm harganya",negatif,warna salah ukur barang gede cocok hdd 25 sesuai harga
"Pesanan sy belum smpai juga, pdhal sudah sy byr ,sdh hampir 3 hari blm juga dikirm.",negatif,pesan bayar 3 dikirm
Dikirim produk yg beda. Mau retur males ribet.,negatif,kirim produk beda retur malas ribet
Kecewa sama pihak lazada. Pengiriman melewati jauh estimsi waktu sampai 15 hari. Pihak lazada telah membatalkan melalui email sehingga saya memesan kembali malahan yang datang 2 produk. Semakin lama semakin buruk lazada,negatif,kecewa lazada kirim estimsi 15 lazada batal email mes 2 produk buruk lazada
statusnya barang telah diterima kemarin. tapi diterima di siapa? saya dan org rumah saya gak merasa menerima barangnya. sedangkan saya dari kemarin pun ada dirumah.,negatif,status barang terima kemarin terima orang rumah terima barang kemarin rumah
"kurang bagus, bahan terbuat dari aluminium bukan stainles, terkesan kurang kokoh,",negatif,bagus bahan aluminium stainles kes kokoh
barang tidak sampai,negatif,barang
"Ini kan smart tv,tapi kok tidak ada keyboard nya ?? ya bagaimana mau operasikan fungsinya sbg smart tv? Tolong direspons,saya kecewa sekali jadi mesti ttp keluar uang lagi dongg utk beli keyboardnya,kapokkk beli alat elektronik di Lazada terutama dari Permata Elektronik",negatif,pintar tvtapi keyboard nya operasi fungsi pintar televisi diresponssaya kecewa mesti uang beli keyboardnyakapok beli alat elektronik lazada utama permata elektronik
"awal nya sih senang uda datang hardisk ini, ehhh ternyata kagak terbaca di laptop maupun di PC.  untung nya bisa di return dan uang pun balik.",negatif,nya sih senang hardisk eh nyata baca laptop pc untung nya return uang
"Warna Salah Kirim. tanpa konfirmasi. begitu ditanya ktnya udah ditelpon, yg padahal tidak ada bukti telpon. ditanyakan masalah garansi tidak ada jawaban. krn barang yg saya terima no segel, no warranty stiker/no waranty card. kalaupun warranty dalam bentuk lain hendaknya diberitahukan kpd customer. & semoga barangnya tidak ada masalah.",negatif,warna salah kirim konfirmasi telepon bukti telepon garansi barang terima no segel no warranty stikerno waranty card warranty bentuk diberitahukan customer moga barang
"Kalo barang ny rusak manding gak usah di jadiin bonus,mengecewakan",negatif,barang nya rusak manding bonusmengecewakan
"Barang rusak, file didalam tidak bisa di baca.",negatif,barang rusak file baca
"saya tidak merekomendasikan sama sekali ,setelah saya coba ternyata tidak berfungsi tidak terbaca diPC maupun laptop semoga yg lain tidak dirugikan seperti saya!",negatif,rekomendasi coba nyata fungsi baca dipc laptop moga rugi
Barang udah rusak di jual buat copy data tambah hilang semua tolong buat lazada kalo ada yg jual bikin kecewa seperti ini segera di blokir bikin image lzada jadi jelek,negatif,barang rusak jual copy data hilang lazada jual bikin kecewa blokir bikin citra lzada jelek
"Barang dari toko ini jarang nyampek, astaghfirullah sampai Saat ini Punya saya masih di proses. Hati Hati aja sekarang kalau belanja disini",negatif,barang toko jarang astagfirullah proses hati hati belanja
"Flesdis ga berfungsi simpen foto ga kebaca nyimpel lagu ga kebaca video jga ga bisa buat apa jual flesdis ga ada gunanya ni flesdis hati"" ketipu cukup gw aja yg ketipu ga guna ni flesdis",negatif,flesdis fungsi simpan foto baca nyimpel lagu baca video jual flesdis nih flesdis hati tipu gue tipu nih flesdis
"Paan flasdisknya bener2 ga berfungsi, dan lagi ga mutu  Ga bgt dah. Yang lain jangan ketipu juga kyk akuu yah",negatif,flasdisknya fungsi mutu banget tipu kayak
jangankan 32GB 1GB aja gak nyampek....koq bisa sih toko online sebesar lazada menerima seller seperti ini? sungguh sangat disayangkan.,negatif,32gb 1gb nyampekkoq sih toko online lazada terima seller sungguh sayang
"Saya membeli disini, merk sama dengan kapasitas 64Gb, ternyata palsu. Kapasitas aslinya hanya 4Gb.",negatif,beli merek kapasitas 64gb nyata palsu kapasitas asli 4gb
gimana ini fd nya gak bisa membuka data  saya mau pulangin,negatif,fd nya buka data pulang
"GAK BISA COPY FILE, GAK BISA FORMAR NTFS, hanya bisa DIBANTING...!",negatif,copy file formar ntfs banting
Beli Flash Disk yang dateng BOTOL MINUMAN,negatif,beli flash disk botol minum
"produk jelek, tiap diisi data ataupun video, tdk bisa dibaca. fake produk. not rekomended",negatif,produk jelek isi data video baca fake produk not rekomended
"Flashdisk rusak, tidak bisa diakses atau di format, MEMALUKAN INI TOKO...",negatif,flashdisk rusak akses format malu toko
Barang reject kok djual sih Gak terbaca setelah d pindah ke pc berikutnya,negatif,barang reject djual sih baca pindah pc
"USB ini rusak, tidak dapat digunakan untuk menyimpan data. sudah di cek oleh IT kantor kami",negatif,usb rusak simpan data cek it kantor
flashdisk gk bsa d pakai..isi paling 500 MB...kcwa bgt.....casing tok yg bgus,negatif,flashdisk pakaiisi 500 mbkcwa bgtcasing tok bagus
Gak ada guna.. Cm buang uang. Brli 2 gak bs dipake..,negatif,buang uang beli 2 pakai
dipake sehari langsung rusak,negatif,pakai langsung rusak
BALIKIN DUIT GUE WOOOYYY PESEN APA YG DIKIRIM CHARGER HP!!!!!!,negatif,duit gue woy pesan kirim charger handphone
Barang nya ga bisa berfungsi ga kebaca sama sekali,negatif,barang nya fungsi baca
kadang terbaca.. kadang gak..,negatif,kadang baca kadang
g bs d pakek,negatif,pakai
"barang jelek ga sesuai, d isi file bnyk yg ga kebaca ada juga yg hilang",negatif,barang jelek sesuai isi file baca hilang
"barang tidak bagus, tidak sesuai dengan kapasitas. sangat mengecewakan",negatif,barang bagus sesuai kapasitas kecewa
Gemebel gblk masa corup pas copy file najis tlol,negatif,gemebel goblok corup pas copy file najis tlol
wkwkwk..  ternyata UDisk,negatif,wkwk nyata udisk
Pesanan warna silver barang yang datang warna hitam,negatif,pesan warna silver barang warna hitam
Jualnnya 32G tpi cuma buat ngesave 3G gk sampai 32G ini bagaimana.,negatif,jualnnya 32g ngesave 3g 32g
"Harga murah, tapi kualitas barang kurang",negatif,harga murah kualitas barang
"Flashdisk KW, gak bisa dipake.. tiap copy fildm jadi corupt",negatif,flashdisk kw pakai copy fildm corupt
"pengiriman cepat dah gitu aja, Terimakasih",negatif,kirim cepat terima kasih
"Kapok beli dilazada ,flashdisk merek hp 32gb,",negatif,kapok beli dilazada flashdisk merek handphone 32gb
Pesan tgl 8 sekarang blm d kirim malah pihak toko nya minta tambah uang...,negatif,pesan tanggal 8 kirim toko nya uang
flashdisknya tidak sesuai dengan pesanan dan tidak bisa di pakai sama sekali sya mohon bila flashdisk sudah rusak jgn di jual,negatif,flashdisknya sesuai pesan pakai mohon flashdisk rusak jual
Tulisannya doang 8gb tapi pas di buka cuma 2gb sangat kecewa,negatif,tulis doang 8gb pas buka 2gb kecewa
"Ya harga menyesuaikan kualitas,  mohon barang ini dicek lagi sebelum dikirim... Kasian yg beli kalo hanya jadi gantungan kunci",negatif,harga sesuai kualitas mohon barang cek kirim kasihan beli gantung kunci
Flesdisk nya buat copy file di komputer enggak bisa dibukak.  Kecewa banget.  Merasa ditipu,negatif,flesdisk nya copy file komputer dibukak kecewa banget tipu
Ga bisa copy file dan ga bisa diformat dari awal,negatif,copy file format
gak nyala semua,negatif,nyala
Otg nya gak bisa dipake,negatif,otg nya pakai
produknya ga bisa buat menginstal,negatif,produk menginstal
sangat kecewa baru saya terima barang nya kabel OTG sudah tidak bisa berpungsi/rusak barang bekas ko di jual,negatif,kecewa terima barang nya kabel otg berpungsirusak barang bekas jual
barangnya cepat sampai tapi pesanan saya yg 8 Gb kenapa yg dikirim 64 Gb?,negatif,barang cepat pesan 8 gb kirim 64 gb
"Pengiriman lama. pada estimasi sebelumnya akan sampai hari senin 04 Feb '19 tapi ada notif pesanan di batalkan, kemudian pesanan berubah schedule pengiriman tgl 05-09 Feb '19. Dan sampainya PAS hari sabtu 09 Feb '19. Review barang. saya beli yg 16GB free 8GB. tapi sayang 16GB sudah di pakai, dan di dalamnya sudah ada isi photo orang yang lagi sidang skripsi ""Ini serius mau jualan ?"" dan yg buat kecewa selain pengiriman lama dn berubah status isi 16GB yg sudah terpakai tersebut bila di format hanya 3.89GB. ini serius beli 16GB yg d dapat cmn 3.89GB. Lazada tolonglah di bantu mengenai seler sprti ini. kita bukan cuman sekedar cari murah tapi jg kualitas.",negatif,kirim estimasi senin 04 februari 19 notifikasi pesan batal pesan ubah schedule kirim tanggal 0509 februari 19 pas sabtu 09 februari 19 review barang beli enam belas giga byte free 8gb sayang enam belas giga byte pakai isi photo orang sidang skripsi serius jual kecewa kirim ubah status isi enam belas giga byte pakai format 389gb serius beli enam belas giga byte 389gb lazada bantu kena seler cari murah kualitas
"tidak sesuai dengan apa yang dipesan , seharusnya 16, 16 sama 8 gb tapi jadi 32, 16 gb tapi gak apa lah, packingnya rapi kurirnya ramah , thnks lazada",negatif,sesuai pes 16 16 8 gb 32 16 gb packingnya rapi kurir ramah thnks lazada
"flashdisk yg 16GB tidak dapat dipergunakan. awalnya minta format, setelah dilakukan format ternyata tidak bisa. akhir nya tidak dapat dipergunakan",negatif,flashdisk enam belas giga byte format laku format nyata nya
Masa flashdisk 16gb terbaca 8 mb lihat screenshoot abal2 nih gak bisa di format pula tu,negatif,flashdisk enam belas giga byte baca 8 mb lihat screenshoot abal abal nih format
16gb dan 32 gb. 50rb yg merugikan. krna akhirnya tdk bisa dipakai. sma sekalii..,negatif,enam belas giga byte 32 gb puluh ribu rugi pakai
"barang di kemas dengan rapi, tapi barang mungkin yang saya terima cacat. saat akan menindahkan file setelah di save data kembali hilang dan saat saya sambungkan ke tv file tidak di dukung tp saat saya memakai FD Toshiba milik mama saya dapat tersambung.",negatif,barang kemas rapi barang terima cacat menindahkan file save data hilang sambung televisi file dukung pakai fd toshiba milik mama sambung
"packing rapih, tapi beberapa dokumen yang sudah dipindahkan tidak bisa terbaca saat dibuka dan diputar👎",negatif,packing rapi dokumen pindah baca buka putar
Perangkat nya jelek. Kualitas nya gak bagus.. Bisa salin file tapi ketika file ya diakses dari flashdisk gak bisa dibuka alias korup. Ini merupakan penipuan,negatif,perangkat nya jelek kualitas nya bagus salin file file akses flashdisk buka alias korup rupa tipu
